date,close,high,low,open,volume,price_chg_pct0,ema20,sma25,sma30,sma50,sma100,sma200,min30,max30,min60,max60,min90,max90,min120,max120,min150,max150,min252,max252,vol_sma40,vol_sma50,vol_sma252,avg_dollar_vol,adr_pct,inside_day,tight_day,perf_1mo,rela_perf_1mo,perf_3mo,rela_perf_3mo,perf_6mo,rela_perf_6mo,vol_ratio,vol_ratio_rank,perf_1mo_rank,rela_perf_1mo_rank,perf_3mo_rank,rela_perf_3mo_rank,perf_6mo_rank,rela_perf_6mo_rank,c0_c30_rank,c0_c60_rank,c0_c90_rank,c0_c120_rank,rs_sts_pct,ticker
2026-03-10,33.400001525878906,36.4900016784668,32.08000183105469,32.5,4775948.0,0.0904342945154352,27.29287715627815,26.37560012817383,25.73566678365072,25.7310001373291,19.307300028800963,13.842550003528595,21.059999465942383,36.4900016784668,21.059999465942383,36.4900016784668,4.300000190734863,40.369998931884766,4.300000190734863,40.369998931884766,4.300000190734863,40.369998931884766,4.300000190734863,40.369998931884766,1262691.2,1298818.96,2156998.206349206,38953360.08084869,0.0722345248477007,False,False,0.3511327853409451,0.6829960587572024,0.2420975189287864,0.6250938878749988,4.259842838975844,2.5732032905537543,0.5853927909087826,14.0,96.0,96.0,88.0,88.0,99.0,99.0,96,92,99,99,100.0,CAPR
2026-03-10,337.3599853515625,349.7715148925781,325.0,325.0,2621500.0,0.0590819875111121,316.5853855309193,312.5572003173828,303.08599955240885,277.2489990234375,237.5627993774414,169.31524948120116,236.17999267578125,365.8999938964844,201.6999969482422,365.8999938964844,168.22000122070312,365.8999938964844,132.92999267578125,365.8999938964844,84.41000366210938,365.8999938964844,49.209999084472656,365.8999938964844,3544155.0,3320518.0,2696329.365079365,949592069.6426392,0.0740051255817377,False,False,0.243402536652699,0.6285385427666934,0.6724999956502884,0.8416968143158312,1.834957860097164,1.386908909164986,1.3144369697192686,74.0,94.0,94.0,97.0,97.0,98.0,98.0,93,94,95,96,68.42105263157895,CIEN
2026-03-10,2.640000104904175,2.664999961853028,2.5299999713897705,2.619999885559082,3910751.0,0.0114943337218977,2.391328338277497,2.167599973678589,2.259666649500529,2.643599996566772,3.0896000051498413,3.627100002765656,1.659999966621399,2.9100000858306885,1.659999966621399,3.630000114440918,1.659999966621399,3.869999885559082,1.659999966621399,4.28000020980835,1.659999966621399,4.559999942779541,1.659999966621399,4.769999980926514,8431261.275,7609709.02,5585751.78968254,22137667.208808817,0.0878472249980475,False,True,0.2222222222222223,0.6178319183429485,-0.2707181800099846,0.3670159558866732,-0.4107142648070443,0.2882884601871782,1.5094228301682524,84.0,93.0,93.0,16.0,16.0,14.0,14.0,96,92,87,85,94.73684210526316,CLVT
2026-03-10,36.68000030517578,38.20000076293945,36.34000015258789,36.88999938964844,1144630.0,-0.0089164558585084,37.65024814279171,37.62520004272461,37.63400001525879,37.38639991760254,33.63359994888306,22.230974962711333,35.5,40.45000076293945,32.93000030517578,42.25,13.779999732971191,43.72999954223633,11.600000381469728,43.72999954223633,10.380000114440918,43.72999954223633,3.7200000286102295,43.72999954223633,1900165.75,1997154.6,2361710.833333333,65623987.60663223,0.0501647066968977,False,True,-0.0107875271339361,0.500045759803319,-0.0539076638615145,0.4761272989222135,1.892744433941659,1.4151790697988038,0.8045717211357727,24.0,55.0,55.0,39.0,39.0,98.0,98.0,23,48,97,98,26.31578947368421,COGT
2026-03-10,260.6400146484375,272.4700012207031,258.17999267578125,259.0,7814093.0,0.0329740293385769,248.51186710155403,242.6923992919922,238.43099924723307,219.226799621582,186.38499977111815,141.36844982147215,175.24000549316406,300.20001220703125,167.5,300.20001220703125,123.75,300.20001220703125,100.62999725341795,300.20001220703125,84.3499984741211,300.20001220703125,45.58000183105469,300.20001220703125,6521432.325,5918427.86,4347449.178571428,1839731531.429956,0.0815130217678992,False,True,0.1447646830329605,0.5786772219568729,0.4337423635755173,0.7215404383316328,1.6415325781415635,1.2922820187346722,1.500059473298534,83.0,89.0,89.0,94.0,94.0,98.0,98.0,94,92,95,96,78.94736842105263,COHR
2026-03-10,118.08999633789062,121.79000091552734,112.83999633789062,113.44000244140624,22633669.0,0.0558834066939479,87.8322616169273,75.10079940795899,73.6886661529541,75.90639976501465,86.60939998626709,120.34209412180316,49.900001525878906,121.79000091552734,49.900001525878906,121.79000091552734,49.900001525878906,136.0500030517578,49.900001525878906,159.47000122070312,49.900001525878906,189.9199981689453,49.900001525878906,298.989990234375,15879031.725,14132829.38,17203078.37172775,1708916314.1982644,0.0838024562346215,False,False,1.070301445344899,1.0465349837936873,0.3792337368571832,0.6941086071920973,0.050062220338354,0.5137080409776941,0.9230343187354338,35.0,99.0,99.0,92.0,92.0,61.0,61.0,99,98,97,95,100.0,CRCL
2026-03-10,16.780000686645508,16.905000686645508,15.739999771118164,16.06999969482422,1446390.0,0.056010089621977,17.374386713156486,18.241799964904786,18.70950002670288,15.71350001335144,11.893750009536744,8.454550000429153,15.380000114440918,23.51000022888184,6.389999866485596,26.950000762939453,6.389999866485596,26.950000762939453,5.71999979019165,26.950000762939453,4.051000118255615,26.950000762939453,2.539999961853028,26.950000762939453,4490394.75,3895001.8,1548282.5,22068474.62829304,0.0627382824659401,False,False,-0.1798630773458804,0.4145782649132266,0.904653789718612,0.9585297646338168,1.844067867019332,1.3913656772675205,2.900242526799857,96.0,11.0,11.0,98.0,98.0,98.0,98.0,53,98,97,97,21.052631578947366,CRVS
2026-03-10,4.880000114440918,5.110000133514404,4.815000057220459,5.03000020980835,2164660.0,-0.0298210912744966,5.184370137587204,5.36,5.444999996821085,5.108000001907349,4.479750006198883,3.444575003385544,4.559999942779541,6.349999904632568,3.8550000190734863,6.349999904632568,3.220000028610229,6.349999904632568,1.9299999475479128,6.349999904632568,1.7200000286102295,6.349999904632568,0.4000000059604645,6.349999904632568,3286846.5,2990411.2,3501907.777777778,14951358.987496376,0.0656000861038195,False,False,-0.1393297973938284,0.4350677910028241,0.2354430520330133,0.6217449828814507,1.2385320940379718,1.0951274261856607,0.9385873953784556,36.0,17.0,17.0,87.0,87.0,97.0,97.0,44,76,85,96,15.789473684210526,CTMX
2026-03-10,21.280000686645508,21.43000030517578,21.274999618530277,21.280000686645508,6719275.0,-0.0023440805081755,13.9457956017848,12.542400016784669,12.382999992370603,11.529199962615968,10.003600001335144,8.430575003623963,9.970000267028809,21.43000030517578,8.125,21.43000030517578,6.900000095367432,21.43000030517578,6.664999961853027,21.43000030517578,5.635000228881836,21.43000030517578,5.635000228881836,21.43000030517578,5061651.875,4317923.5,2244863.3928571427,128403403.6552453,0.0616438378766133,False,True,0.8650307599672757,0.9427708899811548,1.6868687476835469,1.3521846764075465,1.8487284182506716,1.3936456970573534,2.2547705535693194,94.0,99.0,99.0,99.0,99.0,98.0,98.0,98,98,98,98,89.47368421052632,DAWN
2026-03-10,6.900000095367432,7.599999904632568,6.210000038146973,7.110000133514404,1791792.0,-0.0336134139504256,3.3161191285756555,2.241599986553192,2.0796666562557222,1.836399999856949,1.8492000073194503,2.053200008571148,0.7200000286102295,8.739999771118164,0.7200000286102295,8.739999771118164,0.7200000286102295,8.739999771118164,0.7200000286102295,8.739999771118164,0.7200000286102295,8.739999771118164,0.7200000286102295,8.739999771118164,6118527.3,4906351.84,1071469.4126984128,35227668.00367971,0.3550963032393155,False,True,5.160714344634693,3.1142339688342866,2.920454620883977,1.97299502161422,1.851239618940129,1.3948742185313163,5.710407807714232,99.0,99.0,99.0,99.0,99.0,98.0,98.0,99,99,99,99,94.73684210526316,EDSA
