date,close,high,low,open,volume,price_chg_pct0,ema10,ema20,sma25,sma30,sma50,sma100,sma200,min30,max30,min60,max60,min90,max90,min120,max120,min150,max150,min252,max252,vol_sma40,vol_sma50,vol_sma252,avg_dollar_vol,adr_pct,atr14,inside_day,tight_day,close_to_ma,perf_1mo,rela_perf_1mo,perf_3mo,rela_perf_3mo,perf_6mo,rela_perf_6mo,vol_ratio,vol_ratio_rank,perf_1mo_rank,rela_perf_1mo_rank,perf_3mo_rank,rela_perf_3mo_rank,perf_6mo_rank,rela_perf_6mo_rank,c0_c30_rank,c0_c60_rank,c0_c90_rank,c0_c120_rank,rs_sts_pct,ticker
2026-04-17,371.4500122070313,372.4500122070313,357.82000732421875,359.6700134277344,5244914.0,0.0498870125015116,347.8429684751546,338.2085916801316,326.81840087890623,325.0426666259765,331.16618591308594,307.81063354492187,272.39394355773925,300.5599975585937,372.4500122070313,299.8212280256824,372.4500122070313,269.2968155355365,372.4500122070313,221.98843091502425,372.4500122070313,221.98843091502425,372.4500122070313,167.82943837441658,372.4500122070313,3748007.85,3967894.28,3720598.0714285714,1098739353.844659,0.0269328820389547,10.535003662109377,False,False,False,0.2037007570404585,1.119013392350968,0.2334096786948611,1.2019793133888836,0.5701411829767213,1.469887433726762,1.0073670356338449,46.0,85.0,85.0,87.0,87.0,92.0,92.0,68.0,59.0,72.0,84.0,100.0,ADI
2026-04-17,21.729999542236328,21.76000022888184,21.31999969482422,21.3700008392334,656517.0,0.0216266607697581,20.75058816069023,20.344243901230055,19.88866432189941,19.98142318725586,20.19682109832764,20.12100091934204,19.5236976146698,18.55148128938797,21.76000022888184,18.55148128938797,22.12326093672263,18.55148128938797,22.12326093672263,18.255513888999097,22.12326093672263,18.255513888999097,22.12326093672263,17.410956792869644,22.12326093672263,1130770.425,1146108.34,1345270.3055555555,22843433.89872799,0.0229550007523977,0.4517647364273315,False,False,False,0.0937514880609509,1.0167996953439364,0.0478306824193524,1.021129334362719,0.1460340143246481,1.0728595711919564,0.8405525791584513,29.0,62.0,62.0,64.0,64.0,70.0,70.0,52.0,44.0,38.0,35.0,100.0,AKR
2026-04-17,13.90999984741211,13.914999961853027,13.34000015258789,13.470000267028809,1817705.0,0.0626432150699483,12.992951238920815,12.814932984628063,12.448400039672851,12.52916669845581,13.266700077056884,13.076750030517578,11.35717502117157,11.710000038146973,13.914999961853027,11.710000038146973,15.420000076293944,11.710000038146973,15.420000076293944,9.989999771118164,15.420000076293944,9.489999771118164,15.420000076293944,7.010000228881836,15.420000076293944,1963930.125,1957742.1,1930462.7182539685,21670917.5574522,0.0295637892769384,0.4097143581935337,False,False,False,0.1226795368822177,1.0436924873075892,0.0545868301693974,1.0277133185603669,0.4222904117796138,1.331476956372471,1.0173364688318365,47.0,70.0,70.0,65.0,65.0,88.0,88.0,56.0,48.0,42.0,66.0,100.0,AMRX
2026-04-17,46.75,46.88999938964844,44.95000076293945,45.09999847412109,7629160.0,0.0531651417616803,44.38249536215572,43.42986889173466,42.2947998046875,42.188666407267256,43.01340003967285,41.64290023803711,38.39860008239746,38.83000183105469,46.88999938964844,38.83000183105469,46.88999938964844,37.54999923706055,46.88999938964844,34.02000045776367,46.88999938964844,33.400001525878906,46.88999938964844,22.15999984741211,46.88999938964844,3182091.5,3019319.2,2972704.404761905,143052018.90200043,0.0310922807115132,1.341427939278739,False,False,False,0.1383004710830713,1.0582143977322087,0.0989656557091418,1.070961260564285,0.3535031488370255,1.2670817704516213,1.0704365677605492,54.0,75.0,75.0,74.0,74.0,85.0,85.0,61.0,52.0,54.0,64.0,100.0,APG
2026-04-17,151.05999755859375,152.41000366210938,149.75999450683594,149.77999877929688,6774033.0,0.0140976822642091,142.63208841050766,138.26193012599754,133.3759844970703,133.45855509440105,137.27108810424804,139.02027793884278,128.28525463104248,118.23999786376952,152.41000366210938,118.23999786376952,166.71049306441407,118.23999786376952,166.71049306441407,118.23999786376952,166.71049306441407,116.88314847689718,166.71049306441407,62.11031496006199,166.71049306441407,8792270.825,9040734.66,8754969.972222222,1072698177.3069336,0.0358522100990748,5.010001591273716,False,True,False,0.1842466538754361,1.1009279987425418,-0.0185542317977798,0.956436073892668,0.207407875380186,1.1303147020444568,1.0042605346330284,46.0,83.0,83.0,44.0,44.0,75.0,75.0,74.0,66.0,59.0,51.0,96.15384615384616,APH
2026-04-17,13.0,13.0600004196167,12.75,12.800000190734863,5466125.0,0.030927863119825,12.417906971134428,12.178506917203736,11.922388076782228,11.927711709340413,12.010040302276613,11.87902361869812,11.694334683418274,11.354999542236328,13.0600004196167,11.220799151691736,13.0600004196167,11.150738012230796,13.0600004196167,10.49127746767957,13.0600004196167,10.489666380274734,13.0600004196167,10.460129139941674,13.0600004196167,3307238.125,2994320.5,2909172.321428572,48717245.89301586,0.0227120826328173,0.2973121433747621,False,False,False,0.1103468139538823,1.032227443325319,0.067219754453512,1.0400243243189575,0.1682066514522147,1.09361648212439,1.1368312906868148,61.0,67.0,67.0,68.0,68.0,71.0,71.0,43.0,40.0,36.0,45.0,92.3076923076923,APLE
2026-04-17,28.59000015258789,28.70499992370605,28.13999938964844,28.4950008392334,9207012.0,0.0358695564288049,25.94732305026808,24.525936566376,23.22639999389649,22.93466663360596,23.01959991455078,19.96019994735718,15.758349952697754,20.459999084472656,28.70499992370605,18.3700008392334,28.70499992370605,14.720000267028809,28.70499992370605,12.90999984741211,28.70499992370605,10.93000030517578,28.70499992370605,7.587275031389083,28.70499992370605,7084712.8,7710216.24,8560084.968253968,162898510.98423272,0.0310326104602443,1.0382142748151506,False,True,False,0.3199446146812306,1.227078817015473,0.489838424019194,1.4518736125517224,1.3964794150243431,2.243463846130688,0.8276451491164456,27.0,93.0,93.0,95.0,95.0,98.0,98.0,85.0,88.0,94.0,94.0,100.0,ASX
2026-04-17,27.549999237060547,28.59000015258789,27.07999992370605,27.59000015258789,1962511.0,0.0388385656680991,25.346622794652664,24.233686495419903,23.482000045776367,23.02000001271566,21.80499950408936,19.69470012664795,18.74331771850586,19.989999771118164,28.59000015258789,16.80032012353438,28.59000015258789,16.750465161236807,28.59000015258789,16.47129320551548,28.59000015258789,16.47129320551548,28.59000015258789,14.920823415371078,28.59000015258789,1059730.275,1088820.22,807034.1706349206,29763071.309983637,0.0332923231235624,0.8635715757097516,False,True,False,0.2825884461910122,1.1923508727295091,0.5717557972919565,1.5317035261496157,0.5834713175534345,1.48236643721806,1.313116982600966,75.0,92.0,92.0,96.0,96.0,92.0,92.0,84.0,91.0,88.0,84.0,100.0,ATEN
2026-04-17,406.5400085449219,406.7250061035156,399.8200988769531,400.8999938964844,20456056.0,0.0202524840000413,373.6562478646479,354.4058343004202,335.96328125,336.396034749349,333.0014782714844,342.41154327392576,332.0674549865723,289.9599914550781,406.7250061035156,289.9599914550781,406.7250061035156,289.9599914550781,412.9519377089591,289.9599914550781,412.9519377089591,289.9599914550781,412.9519377089591,160.31108084889985,412.9519377089591,26664073.9,26032019.12,24854904.19047619,8322019792.35362,0.0304516220034862,12.562495640345984,False,False,False,0.2895034548888786,1.1987793702575504,0.1876649237064873,1.1574002492370197,0.1617918774793216,1.0876112924285963,1.0727892449578236,54.0,92.0,92.0,84.0,84.0,71.0,71.0,85.0,80.0,74.0,67.0,100.0,AVGO
2026-04-17,27.270000457763672,27.5,26.799999237060547,26.93000030517578,4984842.0,0.0271186908245968,25.72329708949956,25.09126458516352,24.236678771972656,24.336077626546224,25.331828269958496,24.622904834747317,23.86048168182373,22.25475279446343,27.5,22.25475279446343,27.91207313747531,22.11880290673065,27.91207313747531,20.524305797111086,27.91207313747531,20.524305797111086,27.91207313747531,16.240642654056987,27.91207313747531,5086966.05,5099554.84,4622683.103174604,122704726.72718316,0.0284416633146711,0.7922397533547636,False,False,False,0.1689286929275539,1.0866877456365007,0.0654040888593467,1.03825492642796,0.2307237669442221,1.1521418704466888,1.1004358154048135,57.0,81.0,81.0,68.0,68.0,77.0,77.0,65.0,56.0,52.0,59.0,100.0,BEN
