date,close,high,low,open,volume,price_chg_pct0,ema20,sma25,sma30,sma50,sma100,sma200,min30,max30,min60,max60,min90,max90,min120,max120,min150,max150,min252,max252,vol_sma40,vol_sma50,vol_sma252,avg_dollar_vol,adr_pct,perf_1mo,rela_perf_1mo,perf_3mo,rela_perf_3mo,perf_6mo,rela_perf_6mo,vol_ratio,vol_ratio_rank,perf_1mo_rank,rela_perf_1mo_rank,perf_3mo_rank,rela_perf_3mo_rank,perf_6mo_rank,rela_perf_6mo_rank,c0_c30_rank,c0_c60_rank,c0_c90_rank,c0_c120_rank,rs_sts_pct,ticker
2026-03-04,236.19000244140625,237.1100006103516,232.07699584960935,233.55999755859372,4424758.0,0.0099632336653279,228.246172827338,226.20879943847655,225.11466573079423,224.24682891845703,224.53022232055665,210.6150121307373,204.2700042724609,237.1100006103516,204.2700042724609,237.1100006103516,204.2700042724609,237.38008800543653,204.2700042724609,241.11779773050733,184.79032563942687,241.11779773050733,159.0543374890472,241.11779773050733,7240551.45,6847917.16,6466301.817460317,1613836822.5784943,0.0278725058766731,0.0467559079963453,0.527420294783323,0.0576621522332092,0.5266329764399656,0.131590969319592,0.5464618209779739,1.119736080126828,60.0,72.0,72.0,61.0,61.0,68.0,68.0,66,53,42,39,100.0,ABBV
2026-03-04,135.5399932861328,137.93499755859375,133.15499877929688,133.24000549316406,4237204.0,0.0187913418983958,129.42130904357143,126.77539916992188,127.81783243815104,131.0666995239258,127.07704971313476,128.53357486724855,115.52999877929688,137.93499755859375,115.52999877929688,141.39999389648438,110.80999755859376,141.39999389648438,110.80999755859376,141.39999389648438,110.80999755859376,141.39999389648438,99.87999725341795,143.8800048828125,5101307.6,4848332.08,5086319.857142857,760721617.7057617,0.0380655501940352,0.0322138131611153,0.520093088998122,0.1409090050871619,0.5680833940474875,0.0623089362522479,0.5130045144268253,1.0029466772200917,47.0,68.0,68.0,75.0,75.0,58.0,58.0,70,56,56,52,94.73684210526316,ABNB
2026-03-04,114.3000030517578,114.6500015258789,114.06999969482422,114.19000244140624,994564.0,0.0021920209847476,93.3131311549092,82.89080017089844,80.48400039672852,74.57080017089844,78.06645004272461,74.21212488174439,63.14500045776367,114.6500015258789,60.35499954223633,114.6500015258789,60.35499954223633,114.6500015258789,60.35499954223633,114.6500015258789,60.35499954223633,114.6500015258789,47.86000061035156,114.6500015258789,2665754.1,2297801.28,1021016.126984127,480871730.52513885,0.0280175713547525,0.6453145392733153,0.8290111120326716,0.626351807584669,0.8097959176835332,0.6387097211721551,0.7913568794424802,2.6108834420413056,95.0,99.0,99.0,96.0,96.0,91.0,91.0,98,96,93,91,94.73684210526316,ACLX
2026-03-04,133.52000427246094,133.75999450683594,130.86000061035156,132.4199981689453,4682863.0,0.0121286092004531,128.48660391837726,125.91243347167968,124.4473518371582,120.77684219360351,119.15999710083008,112.34370861053466,114.653459179283,134.60000610351562,111.65715170302424,134.60000610351562,111.65715170302424,134.60000610351562,104.05035433602374,134.60000610351562,104.05035433602374,134.60000610351562,95.1544401738344,134.60000610351562,3467566.575,3461949.26,3540827.234126984,473477534.6563881,0.0206667482096143,0.1372915919334965,0.5730377656242028,0.1167182622040221,0.5560382973217112,0.2320544018612675,0.594977081153152,0.9793097334936628,42.0,88.0,88.0,71.0,71.0,77.0,77.0,68,61,51,62,94.73684210526316,AEP
2026-03-04,21.309999465942383,21.458999633789062,20.84499931335449,20.96999931335449,961021.0,0.0147618793305897,20.678729658745453,20.53160011291504,20.45233338673909,20.57322895050049,20.08973867416382,19.4927662563324,19.26000022888184,22.36000061035156,19.26000022888184,22.36000061035156,18.450864732431185,22.36000061035156,18.450864732431185,22.36000061035156,17.787611403011933,22.36000061035156,16.471975414520113,22.36000061035156,1303000.525,1331000.42,1359171.9087301588,22131651.48212595,0.0259380858303788,0.0724709897276754,0.5403771416312919,0.0636130971114665,0.5295960812530192,0.0959236824508342,0.5292375667552978,0.9586723479426246,40.0,78.0,78.0,62.0,62.0,63.0,63.0,51,38,42,39,100.0,AKR
2026-03-04,12.43000030517578,12.4399995803833,12.119999885559082,12.220000267028809,1766443.0,0.0205254510456591,12.197978284340891,12.082805862426758,12.09999615351359,12.09177749633789,11.765519857406616,11.68825782775879,11.37712784175956,12.619172437546386,11.306088597601793,12.619172437546386,10.637442126865247,12.619172437546386,10.635807275108832,12.619172437546386,10.635807275108832,12.79883242072211,9.767110560124486,13.676353205135465,2380023.575,2339220.86,2892373.98015873,26343077.905197144,0.0263818607458341,0.0628390175380915,0.5355239589811942,0.0672638763219199,0.5314138835804133,0.002620746536986,0.4841802150757152,0.8228616324606085,26.0,76.0,76.0,63.0,63.0,45.0,45.0,46,36,44,41,100.0,APLE
2026-03-04,37.040000915527344,37.255001068115234,36.10609817504883,36.52999877929688,1533979.0,0.0084400048231565,33.51370094352939,32.505321197509765,31.73395455678304,29.36845474243164,26.90819709777832,25.44144576072693,27.18386848459168,37.255001068115234,24.00562988512343,37.255001068115234,22.72440190137391,37.255001068115234,22.72440190137391,37.255001068115234,20.85388909399378,37.255001068115234,19.48105527915301,37.255001068115234,1646864.475,1555221.58,1561442.376984127,62548586.694918826,0.0342515052461878,0.2641904680686517,0.6369772592039321,0.5410585703939996,0.7673265608316507,0.5385215301277917,0.7429745374099067,1.0547071728518491,53.0,95.0,95.0,95.0,95.0,89.0,89.0,90,91,88,86,100.0,AROC
2026-03-04,62.33000183105469,62.584999084472656,61.470001220703125,61.70000076293945,9705852.0,0.0181313392391142,60.35803129660262,59.66679992675781,58.863999938964845,57.19624771118164,52.03287948608399,48.81667470932007,53.54999923706055,62.88999938964844,49.74216586266053,62.88999938964844,42.02338003074801,62.88999938964844,42.02338003074801,62.88999938964844,41.88259901687058,62.88999938964844,41.88259901687058,62.88999938964844,13405181.3,13716963.04,14393914.095238095,857934471.4352745,0.0228780882400414,0.1152263823892441,0.5619199498723322,0.2823627053450235,0.6385162662439191,0.3485213662594084,0.6512206808056425,0.9313089692840952,37.0,85.0,85.0,87.0,87.0,84.0,84.0,68,71,82,79,100.0,BMY
2026-03-04,32.619998931884766,32.66999816894531,31.770000457763672,32.25,589683.0,0.0143034541870394,31.821140709405466,31.71319984436035,31.497666549682616,30.41266986846924,29.51657241821289,28.666922950744627,29.540000915527344,32.81999969482422,27.059999465942383,32.81999969482422,26.768260267139954,32.81999969482422,26.768260267139954,32.81999969482422,26.341636993367988,32.81999969482422,23.157623008195987,32.81999969482422,1307847.075,1264171.66,982060.25,43309075.06925984,0.0225687521533122,0.0611580733495307,0.5346769954506592,0.0815189944500789,0.5385118167658681,0.1471197406271147,0.5539608916460279,1.3317381240102122,76.0,76.0,76.0,65.0,65.0,70.0,70.0,50,63,55,51,94.73684210526316,CDP
2026-03-04,104.70999908447266,106.88999938964844,100.41000366210938,106.0,3624094.0,-0.0149577038724164,97.39179351087738,95.93690612792967,95.09522247314452,89.14483428955079,85.19758979797363,87.1105333328247,88.20910106986673,109.58999633789062,75.01951081785546,109.58999633789062,75.01951081785546,109.58999633789062,75.01951081785546,109.58999633789062,75.01951081785546,109.58999633789062,65.80984133279834,109.58999633789062,2619502.35,2500323.88,2632334.896825397,272018452.62375104,0.0390192848966794,0.1717385474694355,0.5903942699480518,0.3191601695693149,0.6568385235630113,0.211218894258925,0.5849153099530666,0.9951250325933556,44.0,91.0,91.0,88.0,88.0,76.0,76.0,73,84,77,74,94.73684210526316,CF
