date,close,high,low,open,volume,price_chg_pct0,ema20,sma25,sma30,sma50,sma100,sma200,min30,max30,min60,max60,min90,max90,min120,max120,min150,max150,min252,max252,vol_sma40,vol_sma50,vol_sma252,avg_dollar_vol,adr_pct,inside_day,tight_day,perf_1mo,rela_perf_1mo,perf_3mo,rela_perf_3mo,perf_6mo,rela_perf_6mo,vol_ratio,vol_ratio_rank,perf_1mo_rank,rela_perf_1mo_rank,perf_3mo_rank,rela_perf_3mo_rank,perf_6mo_rank,rela_perf_6mo_rank,c0_c30_rank,c0_c60_rank,c0_c90_rank,c0_c120_rank,rs_sts_pct,ticker
2026-03-16,94.06999969482422,101.31999969482422,92.9000015258789,99.99500274658205,10640780.0,-0.0283028399222008,86.93196259371459,75.00000015258789,69.58700014750163,56.69050018310547,43.16440008163452,34.03637509346008,37.01800155639648,128.9600067138672,26.799999237060547,128.9600067138672,18.5,128.9600067138672,18.5,128.9600067138672,18.5,128.9600067138672,9.711000442504885,128.9600067138672,8228407.0,7568033.6,5444261.031746032,1023101005.8723984,0.1300895771431198,False,False,1.1384404661405525,1.0797590298232445,1.5900330530076978,1.3142146214161403,2.475064675113772,1.72247834070089,1.5113909770342264,84.0,99.0,99.0,99.0,99.0,99.0,99.0,99,99,99,99,65.38461538461539,AAOI
2026-03-16,2.440000057220459,2.539999961853028,2.359999895095825,2.400000095367432,4439024.0,0.0166666501098216,2.359782527857524,2.277600011825561,2.189000010490417,1.945000011920929,1.6331000053882598,1.432049999833107,1.559999942779541,2.799999952316284,1.2999999523162842,2.799999952316284,1.0399999618530271,2.799999952316284,1.0399999618530271,2.799999952316284,0.9900000095367432,2.799999952316284,0.8600000143051147,2.799999952316284,5762778.1,5678768.48,3779690.5714285714,12583869.690106489,0.0922106159711817,False,True,0.5061728703941155,0.7605092510328273,0.5741936337315232,0.7987652080299624,1.1592920951475807,1.0702919838510874,1.5246692794277867,84.0,98.0,98.0,96.0,96.0,97.0,97.0,96,96,97,96,61.53846153846154,ALLO
2026-03-16,19.290000915527344,21.5,19.0,20.799999237060547,8408158.0,-0.0195678951187965,18.3086551227534,17.32220001220703,16.59850002924601,13.942500019073488,10.581650018692017,7.961595011949539,11.050000190734863,22.549999237060547,7.800000190734863,22.549999237060547,5.434999942779541,22.549999237060547,5.25,22.549999237060547,3.9700000286102295,22.549999237060547,2.3399999141693115,22.549999237060547,5588368.95,5050575.16,1977538.257936508,97502714.3187025,0.0922518570476749,False,False,0.5105716698545426,0.7627303292031025,1.8705359401472843,1.4565452357688025,3.325112275905248,2.1438197308090143,2.825922040988106,96.0,98.0,98.0,99.0,99.0,99.0,99.0,97,98,99,98,76.92307692307693,ALM
2026-03-16,48.38999938964844,52.70000076293945,44.869998931884766,51.45000076293945,11036413.0,-0.0096193453710998,38.68036167840055,35.210800094604494,32.80633341471354,27.752800064086912,19.37680001735687,11.153450005054474,16.5,52.70000076293945,12.329999923706056,52.70000076293945,7.800000190734863,52.70000076293945,4.0,52.70000076293945,2.049999952316284,52.70000076293945,1.1299999952316284,52.70000076293945,8213677.825,8594052.26,2931610.369047619,377643727.4392746,0.1584606537140094,False,False,0.9519966761816095,0.9856182908360293,1.954212568310274,1.4990037858922844,12.221310998594047,6.553380716577055,2.8017631236815235,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99,99,99,99,96.15384615384616,AXTI
2026-03-16,4.460000038146973,4.550000190734863,4.440100193023682,4.449999809265137,1147116.0,0.018264822286715,4.254343723216258,4.109000015258789,4.018500018119812,3.7209000062942494,3.2644500136375427,3.229025011062622,3.3499999046325684,5.295000076293945,2.6700000762939453,5.295000076293945,2.390000104904175,5.295000076293945,2.319999933242798,5.295000076293945,2.319999933242798,5.295000076293945,2.319999933242798,5.295000076293945,2387087.9,2157974.32,1228354.4285714286,12321901.081524324,0.0748537398736295,True,True,0.195710459876838,0.6037480054033274,0.5016835000617721,0.7619726745296795,0.339339381480618,0.663867666109714,1.9433217681122976,91.0,91.0,91.0,96.0,96.0,86.0,86.0,89,94,93,93,76.92307692307693,BAK
2026-03-16,4.059999942779541,4.110000133514404,3.9800000190734863,4.019999980926514,17283215.0,0.0049504903750889,3.859516163969814,3.780587453842163,3.7261890411376952,3.5624119234085083,3.2260324430465697,2.6659717208147047,3.2669452280491167,4.153403274666156,2.968139320712777,4.153403274666156,2.2609652549771044,4.153403274666156,2.1713234051498653,4.153403274666156,1.9223183983651213,4.153403274666156,1.3431304051195825,4.153403274666156,19678605.375,19852732.3,30943224.66269841,78824657.67879379,0.0443258498746983,False,False,0.2024258550939377,0.6071387982447956,0.3408630831575121,0.6803704173413464,0.7126989384084605,0.8489300491805657,0.6359584558335402,16.0,91.0,91.0,93.0,93.0,94.0,94.0,83,85,93,92,96.15384615384616,BTE
2026-03-16,30.559999465942383,32.439998626708984,30.19499969482422,30.520000457763672,1222250.0,0.0019671956046682,28.8008269293281,27.61240005493164,27.01766668955485,25.941000061035155,20.33280000209808,14.271599996089936,21.75,36.4900016784668,21.059999465942383,36.4900016784668,4.300000190734863,40.369998931884766,4.300000190734863,40.369998931884766,4.300000190734863,40.369998931884766,4.300000190734863,40.369998931884766,1313346.25,1355823.0,2165824.801587302,46068678.06592464,0.0770584929188769,True,True,0.291085735844544,0.6519056778186256,0.1243561119505565,0.5705121177075699,3.805031261698349,2.381700212355071,0.6063954245225502,15.0,95.0,95.0,81.0,81.0,99.0,99.0,92,89,99,99,84.61538461538461,CAPR
2026-03-16,55.64500045776367,56.83000183105469,53.88999938964844,55.0,2120585.0,0.016718452826246,53.45946485755883,52.854199981689455,52.19949989318848,49.81829986572266,40.55014995574951,31.71867498397827,43.11000061035156,59.119998931884766,31.709999084472656,59.119998931884766,25.399999618530277,59.119998931884766,25.399999618530277,59.119998931884766,20.90999984741211,59.119998931884766,13.050000190734863,59.119998931884766,2477127.125,2441817.7,1952496.765873016,139534829.4027624,0.073717630721992,True,True,0.1196176982608281,0.5653266194634328,0.7216893868558656,0.8736063669594581,1.1328095106294658,1.0571654142753024,1.268697171896419,71.0,86.0,86.0,97.0,97.0,97.0,97.0,87,95,96,95,92.3076923076923,CENX
2026-03-16,65.9000015258789,66.80000305175781,63.5,63.5,1588183.0,0.0250427840632168,60.16417808094944,58.26240020751953,57.16666692097981,54.69160011291504,48.03509994506836,39.10499995231629,48.5099983215332,66.80000305175781,37.0099983215332,66.80000305175781,35.79999923706055,66.80000305175781,35.63999938964844,66.80000305175781,23.649999618530277,66.80000305175781,14.800000190734863,66.80000305175781,1178969.575,1284649.66,1104392.7896825396,77692153.49311256,0.0572284482242677,False,False,0.2766370183935365,0.644610112015362,0.583753918751075,0.8036162142142311,0.976604715785032,0.9797396967742736,1.0675274105500974,52.0,94.0,94.0,97.0,97.0,96.0,96.0,91,95,93,91,100.0,CGON
2026-03-16,247.3699951171875,262.78839111328125,242.75999450683597,255.00999450683597,6121109.0,0.0189899518646667,247.54733009941123,246.92079956054687,242.41866607666012,223.8405993652344,191.58389976501465,144.69859981536865,175.24000549316406,300.20001220703125,167.5,300.20001220703125,123.75,300.20001220703125,102.13999938964844,300.20001220703125,84.3499984741211,300.20001220703125,45.58000183105469,300.20001220703125,6576175.225,6227766.18,4364359.956349206,1853058523.213776,0.0794656409308713,False,False,0.144701472144767,0.5779921258369206,0.2461964489530856,0.6323354030054344,1.4018836804365915,1.1905368685834654,1.5067902947448406,83.0,88.0,88.0,90.0,90.0,98.0,98.0,93,90,95,96,61.53846153846154,COHR
