date,close,high,low,open,volume,price_chg_pct0,ema10,ema20,sma25,sma30,sma50,sma100,sma200,min30,max30,min60,max60,min90,max90,min120,max120,min150,max150,min252,max252,vol_sma40,vol_sma50,vol_sma252,avg_dollar_vol,price_up_down,highest_volume,days_since_highest_volume,days_since_vol_max,up_dollar_vol_max,days_since_up_vol_max,adr_pct,atr14,atr_pct,atr_multi_50sma,vars_norm_change,vars,vars_20ema,previous_session_high,previous_session_low,previous_session_volume,inside_day,tight_day,close_to_ma,range_pct,range10_pct,range20_pct,range_contraction_10_20,vol_dry_10_50,dist_sma50_pct,close_vs_252h,nr7,nr20,perf_1mo,rela_perf_1mo,perf_3mo,rela_perf_3mo,perf_6mo,rela_perf_6mo,perf_12mo,rela_perf_12mo,vol_ratio,vol_ratio_rank,perf_1mo_rank,rela_perf_1mo_rank,perf_3mo_rank,rela_perf_3mo_rank,perf_6mo_rank,rela_perf_6mo_rank,c0_c30_rank,c0_c60_rank,c0_c90_rank,c0_c120_rank,rs_sts_pct,ticker
2026-03-12,65.82466125488281,67.39215249716574,64.24219458808801,66.39375023794847,8049900.0,-0.0064798174029809,62.8135471653378,61.9250109811217,61.2964437866211,60.88758824666341,60.96557418823242,51.24384380340576,40.98370577812195,54.862211825298886,68.17905650855676,45.25335391351325,68.17905650855676,35.00655761548743,68.17905650855676,30.62792199350861,68.17905650855676,28.74909404905449,68.17905650855676,21.257269529573115,68.17905650855676,7883152.5,7957972.0,6691246.825396826,436188875.4006767,-1,False,140,140,809156680.2337646,140,0.0648811047712372,4.181233393711998,0.0635207734305178,1.2547414212991777,-0.102676320416267,13.67111835955991,12.982620685520368,66.35381361760949,60.66392160783703,7241500.0,False,True,False,0.0478537655800555,0.1782307990247077,0.2023078346228487,0.8809881206873356,0.9386951851552128,0.079702145536231,0.9654674708885352,False,False,0.0692677947734363,1.1124046930184357,0.519162015781711,1.5573856179454588,1.140833264890019,2.095729766961878,1.08602016128886,1.7419618964205106,1.178129085012865,63.0,84.0,84.0,96.0,96.0,97.0,97.0,79.0,89.0,94.0,95.0,100.0,AA
2026-03-12,48.461204528808594,49.559870038553655,48.05170151407729,49.27022435257883,3274400.0,-0.0174159083188594,49.93557699779525,48.77598366629502,47.77286819458008,46.28495152791341,44.24522308349609,39.46720205307007,34.111277389526364,36.08695175172976,55.29806379550237,36.08695175172976,55.29806379550237,29.929415098998447,55.29806379550237,29.22085018783612,55.29806379550237,25.258869005182223,55.29806379550237,23.42096055606648,55.29806379550237,4512475.0,4014912.0,3743604.761904762,194702529.71897125,-1,False,174,174,560530258.846283,174,0.0526749752204924,2.632615363000746,0.0543241834081062,1.75403839216143,-0.3262745463589919,6.289623866024719,7.660717229782582,50.11854679808187,48.36210021733135,2332000.0,False,False,True,0.0311211522524127,0.1670123224473749,0.286453902717722,0.5830338524378652,0.9756726922034656,0.0952867033206372,0.8763634963427083,True,False,0.0747963999208103,1.1181563357237017,0.327482113891566,1.3608828622474105,0.4661624735852605,1.4352730731007868,1.0314680673937886,1.696407365980855,1.205382321851742,65.0,85.0,85.0,92.0,92.0,90.0,90.0,90.0,83.0,89.0,88.0,61.53846153846154,AGI
2026-03-12,18.290000915527344,18.790000915527344,17.690000534057617,18.68000030517578,10693100.0,-0.0161376672726268,15.766023506848388,14.016944375572288,12.463200073242188,12.594333362579343,11.590399961471558,11.414099993705747,9.401100007295607,9.229999542236328,19.399999618530277,7.710000038146973,19.399999618530277,7.710000038146973,19.399999618530277,7.710000038146973,19.399999618530277,6.36299991607666,19.399999618530277,1.7400000095367432,19.399999618530277,9761525.0,9116844.0,7197089.285714285,138125947.21182823,-1,False,7,7,423952556.7751885,7,0.0972854041245774,1.4299287114824568,0.0781808988466761,7.393496194513823,-0.2098001352455726,6.703939215392352,2.687887485055904,19.399999618530277,18.100000381469727,11035600.0,False,False,False,0.060142172028864,0.4948058383844873,0.55604152909911,0.8898720913636867,1.512032014587504,0.57803017810657,0.9427835708850896,True,False,0.5835498366657301,1.6474341400217556,0.5632479669823274,1.6025808147974256,1.481682659366809,2.429398079095769,9.27528157837388,8.580525402717011,1.356315673250843,76.0,98.0,98.0,96.0,96.0,98.0,98.0,98.0,98.0,97.0,96.0,96.15384615384616,AMPX
2026-03-12,46.72999954223633,50.970001220703125,44.380001068115234,46.58000183105469,11952900.0,-0.0133023872465393,40.9823998798697,36.47916759727429,33.100400085449216,30.728666750590005,26.450800075531006,18.498500018119813,10.682600004673004,15.850000381469728,50.970001220703125,12.329999923706056,50.970001220703125,7.800000190734863,50.970001220703125,3.930000066757202,50.970001220703125,2.0299999713897705,50.970001220703125,1.1299999952316284,50.970001220703125,7972435.0,8448636.0,2849419.047619048,337842504.21426773,-1,False,62,62,643457488.9183044,2,0.1573864778950882,6.612142426627023,0.1414967363877399,5.418331485362629,-0.0952794158786155,20.580685907132263,17.996998200996142,47.93999862670898,41.650001525878906,11187100.0,False,True,False,0.1410229021430141,0.415578903785138,0.6073186677963548,0.6842847516824386,1.290899501410642,0.7666762218457475,0.9168137811080808,False,False,0.9190964603761448,1.9965175415479808,2.123663063039976,3.2022574808669617,12.907738393219091,13.614727414694377,27.84567864487001,24.08800931468865,2.797915949450013,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,AXTI
2026-03-12,4.730000019073486,4.855000019073486,4.611999988555908,4.619999885559082,4185800.0,-0.0042105223003187,4.481873255018715,4.217189961184152,4.0390000152587895,3.965500013033549,3.6623000049591066,3.2238500142097477,3.2251750111579893,3.3499999046325684,5.295000076293945,2.6700000762939453,5.295000076293945,2.390000104904175,5.295000076293945,2.319999933242798,5.295000076293945,2.319999933242798,5.295000076293945,2.319999933242798,5.295000076293945,2371197.5,2121322.0,1221401.5873015872,13091087.89568782,-1,False,7,7,55314585.2809906,7,0.08496341084793,0.3582143102373396,0.0757324120069468,3.849581707529949,-0.0558324454242557,12.309951760696466,6.803605772779791,4.8379998207092285,4.630000114440918,1330400.0,False,False,False,0.051374213432916,0.395348861826,0.4069767828694285,0.9714285395804528,2.1005769044020663,0.291538107929064,0.8932955525817647,False,False,0.1650246516592934,1.212024617521158,0.587248318388969,1.6271850385194804,0.4376899920720387,1.4074004554499226,0.3030302672048226,1.0881146392904515,1.94137417590772,91.0,92.0,92.0,96.0,96.0,89.0,89.0,93.0,95.0,95.0,94.0,92.3076923076923,BAK
2026-03-12,157.1699981689453,165.41000366210938,155.6510009765625,158.85000610351562,9228800.0,-0.0128133186288232,155.79105879312874,154.70984672028493,154.1248016357422,154.44566802978517,144.51920104980468,126.18110061645508,86.29460026741027,131.0,180.8999938964844,75.69999694824219,180.8999938964844,75.69999694824219,180.8999938964844,61.369998931884766,180.8999938964844,35.849998474121094,180.8999938964844,15.149999618530272,180.8999938964844,11478382.5,11704146.0,10673193.650793651,1616683404.209061,-1,False,231,231,3587492964.135742,134,0.1013928729005886,15.935287475585938,0.1013888634041769,0.8633801995945936,-0.128018308301455,5.187047049131135,6.596109364003452,164.64999389648438,153.0,9360000.0,False,True,True,0.0620920201007874,0.2223706646014827,0.3174905801223324,0.7004008261152219,0.9167042174627692,0.0875371371225672,0.8688225730890959,False,False,0.0569603321757381,1.099600717045579,0.4361293371963648,1.4722637559551397,1.4963468941299105,2.4437533648654566,5.286799926757812,5.249884984843578,1.0754402923389734,52.0,83.0,83.0,95.0,95.0,98.0,98.0,79.0,97.0,95.0,96.0,76.92307692307693,BE
2026-03-12,4.004000186920166,4.153403274666156,3.9840798068833214,4.113562514592468,23750200.0,-0.0195121472761705,3.932344194302375,3.817192886879467,3.7322857666015614,3.6859376351038615,3.529296898841858,3.1900525426864625,2.641816432476044,3.2669452280491167,4.153403274666156,2.9482189854602834,4.153403274666156,2.221124368469544,4.153403274666156,2.1713234051498653,4.153403274666156,1.9223183983651213,4.153403274666156,1.3431304051195825,4.153403274666156,19700225.0,19625256.0,31199761.111111112,77977982.05728531,-1,False,275,275,225288407.4391842,275,0.0477880092569591,0.1764378097609163,0.0440653849960557,3.052365080498868,-0.4516117979040207,13.18553178380246,9.65815176259008,4.103601962838151,3.9840796862364902,23295800.0,False,False,True,0.0422885763931682,0.0970150082935614,0.2064677751254501,0.4698796615336941,1.183172336707353,0.1345036424206993,0.9640287547666562,False,False,0.1292135738055708,1.174768832523939,0.3009710031478489,1.3337047060276612,0.6890756074322975,1.653489829030162,1.0128976999573185,1.6808999068118735,0.6314223025568038,15.0,90.0,90.0,91.0,91.0,93.0,93.0,82.0,84.0,93.0,91.0,96.15384615384616,BTE
2026-03-12,33.41999816894531,34.209999084472656,32.25,33.939998626708984,1229400.0,-0.0044683207400216,30.15808470214539,28.41729833314213,27.080000076293945,26.46566670735677,25.876200065612792,19.84870000839233,14.071949994564056,21.059999465942383,36.4900016784668,21.059999465942383,36.4900016784668,4.300000190734863,40.369998931884766,4.300000190734863,40.369998931884766,4.300000190734863,40.369998931884766,4.300000190734863,40.369998931884766,1284342.5,1323998.0,2157944.047619048,42436462.79149056,-1,False,99,99,1706494583.8523865,99,0.074667556021301,2.0500001907348637,0.0613405237298838,4.752718331884321,-0.0731714692305151,8.679682259935985,3.3577206704462053,35.099998474121094,32.5,1822900.0,False,False,False,0.0586474922758654,0.3414123991593512,0.432076697563205,0.7901661929116385,1.3063841486165386,0.2915342316184039,0.827842433816607,False,False,0.3568818232921582,1.411621780324386,0.2205989478930867,1.2513104112531992,4.279620627448405,5.168388537618315,1.656597644803468,2.218431037842349,0.5951695093378674,14.0,97.0,97.0,87.0,87.0,99.0,99.0,96.0,93.0,99.0,99.0,100.0,CAPR
2026-03-12,80.3499984741211,82.06999969482422,79.01000213623047,80.19000244140625,2447500.0,-0.0018633729922845,79.11142393822443,76.21309787385768,73.78960006713868,71.80966669718424,69.61319976806641,61.73219989776612,68.29044992446899,58.25,86.4800033569336,51.525001525878906,86.4800033569336,43.40999984741211,86.4800033569336,43.40999984741211,86.4800033569336,43.40999984741211,90.3499984741211,43.40999984741211,101.5,3753632.5,3813098.0,4090526.984126984,321438671.8770027,-1,False,211,211,1522098857.4676514,15,0.055800708848301,5.247071402413504,0.0653026944873367,2.3618489170404824,-0.0285876662188949,4.688215642323401,2.300299905172265,80.75,77.01000213623047,2217200.0,False,True,True,0.0380833555283676,0.0964530198777302,0.3147480424454512,0.3064451779535578,0.8377544977863144,0.1542350982547418,0.7916256007302571,False,False,0.165675295493765,1.2127015099315417,0.5189035190256759,1.557120617158214,0.233118384872724,1.2071388032633563,0.0042494229322944,0.8386132894178203,0.9176403222777212,34.0,92.0,92.0,96.0,96.0,81.0,81.0,92.0,92.0,93.0,91.0,92.3076923076923,CAVA
2026-03-12,57.709999084472656,59.119998931884766,56.0099983215332,57.61000061035156,2705800.0,-0.0061994250429391,54.68604086333216,53.07145152452126,52.41,51.66233329772949,49.18819984436036,40.11359992980957,31.32924998283386,43.11000061035156,59.119998931884766,31.170000076293945,59.119998931884766,25.399999618530277,59.119998931884766,25.399999618530277,59.119998931884766,20.90999984741211,59.119998931884766,13.050000190734863,59.119998931884766,2474885.0,2408130.0,1952264.2857142857,143173951.03645325,-1,False,121,121,202303500.0,21,0.0754916931044751,3.594285420009068,0.0622818485016427,2.781690940437259,-0.1001591605239447,12.028260563782704,11.187534121595938,58.09999847412109,52.52000045776367,2491100.0,False,True,False,0.0538901517880691,0.191301287055478,0.2774215660287685,0.6895689105714302,1.0540377803523897,0.1732488537307055,0.97615020512709,False,False,0.1106620496788708,1.155468894190382,0.9033641050571664,1.9512546075635933,1.5797942297462306,2.525442615538495,2.186637059055977,2.661048266747005,1.2676997771818073,70.0,88.0,88.0,98.0,98.0,98.0,98.0,90.0,96.0,96.0,95.0,100.0,CENX
