date,close,high,low,open,volume,price_chg_pct0,ema10,ema20,sma25,sma30,sma50,sma100,sma200,min30,max30,min60,max60,min90,max90,min120,max120,min150,max150,min252,max252,vol_sma40,vol_sma50,vol_sma252,avg_dollar_vol,adr_pct,atr14,atr_pct,atr_multi_50sma,vars_norm_change,vars,vars_20ema,previous_session_high,previous_session_low,previous_session_volume,inside_day,tight_day,close_to_ma,range_pct,range10_pct,range20_pct,range_contraction_10_20,vol_dry_10_50,dist_sma50_pct,close_vs_252h,nr7,nr20,perf_1mo,rela_perf_1mo,perf_3mo,rela_perf_3mo,perf_6mo,rela_perf_6mo,perf_12mo,rela_perf_12mo,vol_ratio,vol_ratio_rank,perf_1mo_rank,rela_perf_1mo_rank,perf_3mo_rank,rela_perf_3mo_rank,perf_6mo_rank,rela_perf_6mo_rank,c0_c30_rank,c0_c60_rank,c0_c90_rank,c0_c120_rank,rs_sts_pct,coiled_theme_score,coiled_is_candidate,coiled_flags,ticker
2026-05-19,10.489999771118164,13.100000381469728,9.350000381469728,10.0600004196167,3428700.0,0.1439476209205983,6.546778876652047,5.041202541191096,3.887919988632202,3.663266658782959,3.358959994316101,2.9857799994945524,5.221294983029366,2.2799999713897705,14.350000381469728,2.0799999237060547,14.350000381469728,1.5199999809265137,14.350000381469728,1.5199999809265137,14.350000381469728,1.5199999809265137,14.350000381469728,1.5199999809265137,14.350000381469728,1842897.5,1518588.0,317738.09523809527,40064510.20079017,0.2075970584488597,1.5775000878742762,0.1503813271967426,14.11738030341524,0.8367667963828477,5.124980737789986,-5.551865768585309,9.170000076293944,7.599999904632568,1480400.0,False,True,False,0.3574833252451325,1.0981888187911482,1.1263108249219378,0.9750317536611276,4.81587501020685,2.122990386568737,0.7310104175790816,False,False,2.706713799971019,3.5834846205649726,4.0676329031010425,4.742154386445742,0.5336256633195116,1.4044263834977095,0.312891122855456,1.0637910087950326,5.800052079430498,99.0,99.0,99.0,99.0,99.0,90.0,90.0,99.0,99.0,99.0,99.0,96.15384615384616,54.0,False,tight; volDry=4.82; 50SMA=+212.3%; 252H=0.73x; prior=9.4x,PIII
