date,close,high,low,open,volume,price_chg_pct0,ema10,ema20,sma25,sma30,sma50,sma100,sma200,min30,max30,min60,max60,min90,max90,min120,max120,min150,max150,min252,max252,vol_sma40,vol_sma50,vol_sma252,avg_dollar_vol,adr_pct,atr14,atr_pct,atr_multi_50sma,vars_norm_change,vars,vars_20ema,previous_session_high,previous_session_low,previous_session_volume,inside_day,tight_day,close_to_ma,range_pct,range10_pct,range20_pct,range_contraction_10_20,vol_dry_10_50,dist_sma50_pct,close_vs_252h,nr7,nr20,perf_1mo,rela_perf_1mo,perf_3mo,rela_perf_3mo,perf_6mo,rela_perf_6mo,perf_12mo,rela_perf_12mo,vol_ratio,vol_ratio_rank,perf_1mo_rank,rela_perf_1mo_rank,perf_3mo_rank,rela_perf_3mo_rank,perf_6mo_rank,rela_perf_6mo_rank,c0_c30_rank,c0_c60_rank,c0_c90_rank,c0_c120_rank,rs_sts_pct,coiled_theme_score,coiled_is_candidate,coiled_flags,ticker
2026-04-08,62.0099983215332,64.61000061035156,61.02000045776367,62.459999084472656,1545900.0,0.0232673248005812,52.50317899056751,47.136311409990725,42.75840003967285,41.31666660308838,38.14319984436035,34.11729990005493,26.013449964523318,31.31999969482422,64.61000061035156,26.90999984741211,64.61000061035156,25.229999542236328,64.61000061035156,25.11000061035156,64.61000061035156,14.670000076293944,64.61000061035156,5.489999771118164,64.61000061035156,692725.0,635854.0,417995.2380952381,49725230.98573685,0.0839877672739792,3.6414290836879184,0.0587232572529101,10.655330031132108,0.387210574477015,12.860660462220643,9.80021982265814,60.68000030517578,55.09999847412109,1416000.0,False,True,False,0.0578938921103187,0.3994517195328192,0.5368489246349046,0.7440672807614819,1.9904726556725283,0.6257156865328295,0.9597585162628556,False,False,0.8427933286672729,1.846374195563225,1.3294514037032226,2.3850911566505477,2.0501720882559207,3.0310465854297584,6.919540092687888,5.924444332818466,1.657255721755773,88.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,97.0,96.0,96.15384615384616,59.0,False,tight; volDry=1.99; 50SMA=+62.6%; 252H=0.96x; prior=11.8x,ORKA
