date,close,high,low,open,volume,price_chg_pct0,ema20,sma25,sma30,sma50,sma100,min30,max30,min60,max60,min90,max90,min120,max120,min150,max150,min252,max252,vol_sma40,vol_sma50,vol_sma252,avg_dollar_vol,adr_pct,perf_1mo,rela_perf_1mo,perf_3mo,rela_perf_3mo,perf_6mo,rela_perf_6mo,vol_ratio,vol_ratio_rank,perf_1mo_rank,rela_perf_1mo_rank,perf_3mo_rank,rela_perf_3mo_rank,perf_6mo_rank,rela_perf_6mo_rank,c0_c30_rank,c0_c60_rank,c0_c90_rank,c0_c120_rank,rs_sts_pct,ticker
2026-02-27,62.08000183105469,63.66999816894531,61.27000045776367,62.650001525878906,3981500.0,-0.021900100250747,60.89820391883938,60.33600006103516,60.713666661580405,59.10860015869141,48.99532627105713,55.040000915527344,66.22000122070312,41.29999923706055,66.94999694824219,35.119998931884766,66.94999694824219,30.627446708389108,66.94999694824219,27.938853663487407,66.94999694824219,21.32615460391295,66.94999694824219,8093042.5,7501336.0,6594235.317460317,431351970.42518616,0.0541741753580877,0.0344943104052497,0.5209481972209958,0.5836734852757068,0.785279093147864,0.9574633409391888,0.9496135493285518,1.227290521248327,70.0,67.0,67.0,95.0,95.0,95.0,95.0,58,89,92,93,84.21052631578947,AA
2026-02-27,84.2300033569336,84.30999755859375,65.56800079345703,65.93000030517578,24583100.0,0.5688211121508946,51.121950911378114,46.98200012207031,45.47933349609375,41.34520011901856,35.11565006256104,34.540000915527344,84.30999755859375,24.82999992370605,84.30999755859375,18.5,84.30999755859375,18.5,84.30999755859375,18.5,84.30999755859375,9.711000442504885,84.30999755859375,5552062.5,5411606.0,5052779.761904762,338343094.7705078,0.1309164371237625,0.8622596553041877,0.937792311112924,2.705675541278365,1.837493369442051,2.502287152971586,1.6990455272104417,1.0988134772585103,59.0,99.0,99.0,99.0,99.0,99.0,99.0,99,99,99,99,100.0,AAOI
2026-02-27,53.16999816894531,53.2400016784668,51.16999816894531,51.86000061035156,1769600.0,0.0224999647874097,53.178440376176816,53.1763996887207,51.59866650899252,47.37441421508789,49.24988418579102,39.91999816894531,65.19999694824219,37.66648631008281,65.19999694824219,37.66648631008281,65.19999694824219,37.66648631008281,65.19999694824219,37.66648631008281,65.19999694824219,28.235878616502816,69.24134274782261,2114797.5,2122896.0,2332658.73015873,124098684.7723198,0.0591468218943977,0.072191933965352,0.5399318773008388,0.0475031252550519,0.5194140786707903,-0.1154753589927755,0.4291046305942175,0.9066038990864708,34.0,77.0,77.0,57.0,57.0,33.0,33.0,89,85,78,74,26.31578947368421,AAP
2026-02-27,55.68000030517578,58.40999984741211,55.0,56.00199890136719,1978300.0,-0.0238429275687712,61.33474348253758,60.80959976196289,59.41116638183594,53.14790000915527,44.80430004119873,48.43000030517578,71.6500015258789,32.20000076293945,71.6500015258789,28.459999084472656,71.6500015258789,26.440000534057617,71.6500015258789,23.030000686645508,71.6500015258789,16.81999969482422,71.6500015258789,1599862.5,1514030.0,1478676.984126984,106683064.8312378,0.0796046862558479,-0.0019716904202621,0.5025847348038193,0.6821753133526165,0.8341221324137365,0.9482155512180837,0.9451272193744544,1.0819553676522289,57.0,51.0,51.0,96.0,96.0,95.0,95.0,65,95,94,94,5.263157894736842,ACMR
2026-02-27,24.31999969482422,24.51000022888184,23.850000381469727,24.31999969482422,1259000.0,-0.0121852613396792,24.45040751726919,24.12000015258789,23.796666844685877,22.21660026550293,21.694500102996827,20.31999969482422,27.31999969482422,18.481000900268555,27.31999969482422,17.700000762939453,27.31999969482422,17.700000762939453,27.31999969482422,17.700000762939453,27.31999969482422,10.039999961853027,27.31999969482422,1187012.5,1149246.0,1294787.6984126985,26347866.556568146,0.0440143656224536,0.1264474072691979,0.5672537201787742,0.2452636374689982,0.6174754512552967,-0.0485132940933903,0.4615895731162903,0.9167622626127652,35.0,86.0,86.0,83.0,83.0,40.0,40.0,75,78,75,71,21.052631578947366,ADNT
2026-02-27,37.43000030517578,39.77000045776367,36.52000045776367,38.25,1272800.0,-0.059547712997891,32.34156924033649,29.92679977416992,29.755999819437665,27.03719985961914,25.668299903869627,22.65999984741211,43.130001068115234,19.899999618530277,43.130001068115234,18.700000762939453,43.130001068115234,18.700000762939453,43.130001068115234,15.9399995803833,43.130001068115234,6.269999980926514,43.130001068115234,1419960.0,1230288.0,1264505.1587301588,49490135.96773148,0.1187720678186803,0.3377412765384253,0.6736565869442115,0.740930246752362,0.863256307638046,0.5403292790269036,0.7472515695183425,1.1229372930561643,61.0,97.0,97.0,97.0,97.0,89.0,89.0,97,96,95,92,84.21052631578947,AEHR
2026-02-27,251.6000061035156,252.77999877929688,247.07000732421875,248.7100067138672,2507000.0,0.0211039461681799,223.72066716476652,216.72400085449215,214.8043340047201,200.7250006103516,183.5644645690918,187.0399932861328,252.77999877929688,160.1999969482422,252.77999877929688,150.3344609720745,252.77999877929688,149.3567047917543,252.77999877929688,121.70090495296252,252.77999877929688,91.33359599625372,252.77999877929688,2786125.0,2765848.0,2973617.4603174604,602426642.4234772,0.044172779930621,0.1283017171423346,0.5681875091573924,0.5203370458312404,0.7538731359271391,0.812759234828496,0.8794140329788562,0.936948022797309,38.0,87.0,87.0,94.0,94.0,93.0,93.0,90,91,90,87,100.0,AEM
2026-02-27,32.0099983215332,32.040000915527344,30.8799991607666,31.51000022888184,23021400.0,0.0295252571565143,25.83319212787956,24.7635572052002,24.32601490020752,21.63199836730957,17.48798236846924,19.0051104743233,32.040000915527344,14.316316114884966,32.040000915527344,10.187378377603151,32.040000915527344,9.05766946560792,32.040000915527344,7.738008762267555,32.040000915527344,5.084195410844543,32.040000915527344,27765705.0,26268262.0,22286213.095238097,667624901.7107582,0.0761619402677882,0.2206723683161611,0.614703303126606,1.5800351743497818,1.2793342193578916,2.526237256426114,1.7106643107005726,1.2458691335915075,72.0,94.0,94.0,99.0,99.0,99.0,99.0,97,98,98,98,100.0,AG
2026-02-27,54.18999862670898,54.369998931884766,52.66999816894531,52.93999862670898,4105700.0,0.0331744106474636,46.41259517931585,44.27919998168945,43.64533335367839,42.210400161743166,38.06830015182495,36.15999984741211,54.369998931884766,35.2599983215332,54.369998931884766,29.280000686645508,54.369998931884766,29.280000686645508,54.369998931884766,23.920000076293945,54.369998931884766,21.997254962570484,54.369998931884766,4102690.0,3802374.0,3739325.793650794,214978960.0317955,0.0563273686271061,0.2196713539161563,0.6141992146634511,0.5657323799786704,0.7763828307372609,0.823351274519009,0.8845524916129326,1.0971737223234683,58.0,94.0,94.0,95.0,95.0,93.0,93.0,95,90,93,91,100.0,AGI
2026-02-27,178.6699981689453,184.5200042724609,177.27999877929688,183.5399932861328,2404400.0,-0.0338506178270981,174.88667790945584,174.75999816894532,174.8913314819336,165.41299896240236,136.88517333984376,156.0399932861328,206.0,117.25609929448396,206.0,87.74516708775475,206.0,70.65225627770548,206.0,64.40510463988032,206.0,48.69759360761861,206.0,3230957.5,3146838.0,3670718.65079365,507141205.92910767,0.0529221286399166,-0.0307058189436626,0.488114870346935,0.4306982086210398,0.7094248923657457,1.0549907949996404,0.9969265129332172,0.8801975327914142,31.0,41.0,41.0,92.0,92.0,95.0,95.0,63,90,95,96,84.21052631578947,ALB
