date,close,high,low,open,volume,price_chg_pct0,ema10,ema20,sma25,sma30,sma50,sma100,sma200,min30,max30,min60,max60,min90,max90,min120,max120,min150,max150,min252,max252,vol_sma40,vol_sma50,vol_sma252,avg_dollar_vol,adr_pct,atr14,inside_day,tight_day,close_to_ma,perf_1mo,rela_perf_1mo,perf_3mo,rela_perf_3mo,perf_6mo,rela_perf_6mo,vol_ratio,vol_ratio_rank,perf_1mo_rank,rela_perf_1mo_rank,perf_3mo_rank,rela_perf_3mo_rank,perf_6mo_rank,rela_perf_6mo_rank,c0_c30_rank,c0_c60_rank,c0_c90_rank,c0_c120_rank,rs_sts_pct,ticker
2026-03-27,98.20999908447266,101.5,94.18000030517578,100.6999969482422,7528560.0,0.0081092273699012,100.41167382293474,94.57933059396036,93.75440017700195,85.81100006103516,68.03940017700195,48.95575010299682,37.736300091743466,41.119998931884766,128.9600067138672,31.670000076293945,128.9600067138672,18.5,128.9600067138672,18.5,128.9600067138672,18.5,128.9600067138672,9.711000442504885,128.9600067138672,9880031.5,8932049.2,5698866.111111111,1375734852.3307648,0.1348733531681158,13.850357055664062,False,True,True,0.8292047233470492,0.951799604904504,1.3953658313286017,1.2483963765707773,2.7285496778869067,1.8981688799930188,1.7336837376714025,89.0,99.0,99.0,99.0,99.0,99.0,99.0,99,99,99,99,73.07692307692307,AAOI
2026-03-27,2.7799999713897705,2.9600000381469727,2.7249999046325684,2.8399999141693115,4179978.0,-0.0347222705130204,2.841355599545288,2.7862819730082924,2.711600008010864,2.7043333450953164,2.7737000131607057,3.0871500086784365,3.084250007867813,2.240000009536743,3.200000047683716,2.240000009536743,4.15500020980835,2.240000009536743,4.15500020980835,2.240000009536743,5.228000164031982,2.240000009536743,5.228000164031982,2.009999990463257,5.228000164031982,3612279.45,3552417.56,4264974.912698412,12105063.460428355,0.0836941947040879,0.2339285782405308,False,False,True,-0.0106761466194535,0.5147800247569947,-0.2191011190805721,0.406982232382964,0.0490565552241286,0.5340646306227164,0.8469638213450926,28.0,74.0,74.0,26.0,26.0,67.0,67.0,87,79,72,67,73.07692307692307,ABSI
2026-03-27,4.289999961853027,4.550000190734863,4.28000020980835,4.420000076293945,1353284.0,-0.0359550234314575,4.390577918801663,4.40770784391716,4.498399982452392,4.441666650772095,4.309799981117249,4.438199980258942,4.124249995946884,3.930000066757202,4.849999904632568,3.5,5.050000190734863,3.5,5.070000171661377,3.5,5.070000171661377,3.490000009536743,5.099999904632568,2.7100000381469727,5.099999904632568,2621972.1,2462513.68,1322709.857142857,14733469.057681274,0.056551903062826,0.2335714272090367,False,False,True,-0.0872340136278035,0.4749442717432222,-0.1043841344429934,0.4667694540589304,-0.0069444927352426,0.5055550342201498,1.9822730478955055,92.0,46.0,46.0,40.0,40.0,56.0,56.0,68,78,70,66,57.692307692307686,ABUS
2026-03-27,6.630000114440918,6.820000171661377,6.53000020980835,6.699999809265137,1562954.0,-0.0119224922878163,6.459406346110882,6.185223448174989,5.882800025939941,5.813666677474975,5.533600006103516,4.796899998188019,5.217199994325638,4.840000152587891,7.46999979019165,3.839999914169312,7.46999979019165,3.0799999237060547,7.46999979019165,3.0799999237060547,7.46999979019165,3.0799999237060547,7.46999979019165,3.0799999237060547,10.699999809265137,1494331.35,1404051.08,1277227.992063492,11401247.318028737,0.0850167053459491,0.5903571333203997,False,True,True,0.3207171592891631,0.6872156267461851,0.7539682975191411,0.9141182689528522,0.787062007080839,0.9097761278538614,1.1699801126232408,61.0,97.0,97.0,97.0,97.0,96.0,96.0,93,95,96,95,96.15384615384616,ACDC
2026-03-27,22.90999984741211,24.0,22.530000686645508,23.809999465942383,3273415.0,-0.0394130196655237,23.33256929328893,22.683420170993955,23.026399993896483,21.981000073750813,18.72840000152588,17.088799982070924,19.890150017738343,15.850000381469728,25.75,11.43000030517578,25.75,11.43000030517578,25.75,11.43000030517578,27.5,11.43000030517578,27.5,11.43000030517578,31.040000915527344,3832640.375,3941870.3,2919552.837301587,76486972.02580166,0.0566825450704175,1.252857072012765,False,False,True,0.0278151146890655,0.5348083828943434,0.6020978700584749,0.8349677321661638,-0.0361800838784027,0.4906714751716362,1.31274910528502,72.0,85.0,85.0,96.0,96.0,51.0,51.0,95,97,96,94,73.07692307692307,ACHC
2026-03-27,12.93000030517578,13.100000381469728,12.739999771118164,12.970000267028809,1753285.0,-0.0030840370878566,12.033630749880103,11.356477824790952,10.825199966430665,10.69399995803833,10.265999965667724,9.32089996814728,9.261749980449675,9.25,13.100000381469728,8.5,13.100000381469728,7.110000133514404,13.100000381469728,7.110000133514404,13.100000381469728,7.110000133514404,13.100000381469728,6.929999828338623,13.100000381469728,1513024.625,1471717.7,1350522.9563492064,18581752.2803154,0.0495231700959175,0.5985715729849679,False,True,False,0.304742735041748,0.6789035715162784,0.4676503620119387,0.7648975242300463,0.379936015271817,0.7025121902237891,1.1203249955040198,57.0,96.0,96.0,95.0,95.0,89.0,89.0,94,92,94,92,100.0,ADTN
2026-03-27,13.220000267028809,14.170000076293944,13.19499969482422,14.140000343322754,1583757.0,-0.0557142666407993,13.307663223064568,12.827349002959249,12.111999931335449,12.068333307902018,11.885799980163574,10.79829999923706,11.437150769233703,9.270000457763672,14.229999542236328,9.199999809265137,14.229999542236328,7.642000198364258,14.229999542236328,7.642000198364258,14.229999542236328,7.642000198364258,14.229999542236328,7.642000198364258,17.822461303747673,2802751.425,2754927.14,2285219.6706349207,42157564.263376,0.0663623833072581,0.8287857600620815,False,False,True,0.3448627029128881,0.6997794030080429,0.37708330642846,0.7176965570339885,0.139655157955592,0.5801875103299746,1.226469149121795,66.0,97.0,97.0,93.0,93.0,77.0,77.0,94,90,93,91,92.3076923076923,AESI
2026-03-27,14.050000190734863,14.470000267028809,13.779999732971191,13.90999984741211,1995433.0,0.0144404190437945,13.350365775857508,12.227754769107618,11.202399978637697,10.809666601816811,9.991799983978272,8.953299994468688,8.78670000553131,8.520000457763672,14.949999809265137,7.53000020980835,14.949999809265137,6.889999866485596,14.949999809265137,6.889999866485596,14.949999809265137,6.889999866485596,14.949999809265137,6.889999866485596,14.949999809265137,1377785.825,1222526.66,838729.8928571428,29489597.12966771,0.0704957253890534,1.0014286041259766,False,True,False,0.5911665132651454,0.8279399453396813,0.7695214218491229,0.922224113915638,0.7410161985193113,0.8863346483467031,1.642705043344237,87.0,99.0,99.0,97.0,97.0,95.0,95.0,97,96,96,95,92.3076923076923,AGRO
2026-03-27,11.199999809265137,11.369999885559082,11.079999923706056,11.34000015258789,739329.0,-0.0184049115648851,10.800438996199931,10.466136341664356,10.045999946594238,10.079666646321614,10.162399997711182,10.016199979782105,9.59754997253418,8.505000114440918,11.75,8.505000114440918,11.75,8.505000114440918,11.75,8.505000114440918,11.75,8.505000114440918,11.75,7.105000019073486,11.75,1476410.725,1348172.58,1227252.892857143,16759340.174354505,0.0481696432121232,0.5262142590114048,False,False,False,0.2334801655696261,0.6418231482031704,0.0937500058207663,0.5700313189253295,0.2829324623762899,0.6531286118187406,1.2030207739521377,64.0,95.0,95.0,80.0,80.0,86.0,86.0,91,84,78,74,96.15384615384616,AHCO
2026-03-27,2.180000066757202,2.6600000858306885,2.1600000858306885,2.619999885559082,7098975.0,-0.2781456687001719,2.0854485168795773,1.8474223769244005,1.6184000062942503,1.4686666707197824,1.2403999996185302,1.3340000021457672,2.0523000031709677,0.6200000047683716,3.150000095367432,0.6200000047683716,3.150000095367432,0.6200000047683716,3.150000095367432,0.6200000047683716,3.150000095367432,0.6200000047683716,3.630000114440918,0.6200000047683716,4.510000228881836,15499931.875,12412197.5,3357412.2023809524,62516182.78846532,0.2931272847154473,0.5921428544180733,True,False,True,2.159420397521518,1.6439576432898144,0.9818181995517948,1.032867141621626,-0.2456747447663205,0.3840197526049407,4.616630589478415,98.0,99.0,99.0,98.0,98.0,29.0,29.0,99,99,99,98,88.46153846153845,AIFF
