date,close,high,low,open,volume,price_chg_pct0,ema10,ema20,sma25,sma30,sma50,sma100,sma200,min30,max30,min60,max60,min90,max90,min120,max120,min150,max150,min252,max252,vol_sma40,vol_sma50,vol_sma252,avg_dollar_vol,adr_pct,atr14,atr_pct,atr_multi_50sma,previous_session_high,previous_session_low,previous_session_volume,inside_day,tight_day,close_to_ma,perf_1mo,rela_perf_1mo,perf_3mo,rela_perf_3mo,perf_6mo,rela_perf_6mo,vol_ratio,vol_ratio_rank,perf_1mo_rank,rela_perf_1mo_rank,perf_3mo_rank,rela_perf_3mo_rank,perf_6mo_rank,rela_perf_6mo_rank,c0_c30_rank,c0_c60_rank,c0_c90_rank,c0_c120_rank,rs_sts_pct,ticker
2026-05-07,157.5500030517578,172.5500030517578,152.19459533691406,172.0,13750572.0,-0.1175646411094902,164.40876530119976,153.8387222836288,149.6484002685547,139.76566670735676,123.45700019836426,81.64150014877319,54.24045009613037,78.57499694824219,191.8699951171875,41.119998931884766,191.8699951171875,31.670000076293945,191.8699951171875,18.5,191.8699951171875,18.5,191.8699951171875,12.557000160217283,191.8699951171875,12111906.8,12653311.44,6612219.73015873,1660213342.862079,0.1212991827898273,20.05917031424386,0.1273193901980064,2.168977190194338,187.92999267578125,169.24000549316406,9107500.0,False,False,True,0.1872645567068704,1.0975697689555668,3.131917089913302,3.8285408374676657,4.340678069551112,4.929007226640374,1.8317459634253936,90.0,85.0,85.0,99.0,99.0,99.0,99.0,97.0,99.0,99.0,99.0,57.692307692307686,AAOI
2026-05-07,129.25,148.8800048828125,125.2300033569336,143.0,7695074.0,0.3148524515502418,100.16501629579284,96.01360540313748,93.40839996337893,91.4903335571289,90.30176834106446,89.43211532592774,89.72007514953613,76.83999633789062,148.8800048828125,76.83999633789062,148.8800048828125,73.69718308754346,148.8800048828125,73.0979416440298,148.8800048828125,73.0979416440298,148.8800048828125,61.78025587261198,148.8800048828125,1017109.35,1026793.48,1054105.0555555555,133326904.5284439,0.0609151559795697,8.662144252232142,0.0670185241952196,6.435712419959232,99.98999786376952,94.33000183105467,2118000.0,False,False,False,0.4793406883011268,1.3675802990100672,0.3931831864948931,1.290892001824012,0.4405692938240588,1.329527143794274,0.9649032083087228,45.0,95.0,95.0,89.0,89.0,86.0,86.0,94.0,90.0,89.0,86.0,100.0,AAON
2026-05-07,3.0899999141693115,3.4200000762939453,3.0792999267578125,3.4200000762939453,5199894.0,-0.0951683898430751,3.245395138577142,3.217260855688908,3.156799983978272,3.077666656176249,3.173599987030029,3.666249995231628,3.767549999952316,2.470000028610229,3.640000104904175,2.470000028610229,4.210000038146973,2.470000028610229,5.329999923706055,2.470000028610229,5.329999923706055,2.470000028610229,11.489999771118164,1.2000000476837158,11.489999771118164,3805279.85,3684231.88,6721393.626984127,14185693.638875555,0.0741040054411548,0.2563357012612479,0.0829565399292766,-0.3175439484690968,3.430000066757202,3.150000095367432,5191900.0,False,False,True,0.0766550652901412,0.9953165405131332,-0.1246459095712767,0.8110832839874457,-0.2137404932109855,0.7256529490277787,0.5661444725872156,14.0,69.0,69.0,21.0,21.0,23.0,23.0,73.0,64.0,58.0,51.0,15.384615384615383,ABAT
2026-05-07,4.820000171661377,5.239999771118164,4.735000133514404,5.039999961853027,11459619.0,-0.0436507523525385,4.479038248685019,4.209625926369163,3.990000009536743,3.888333336512248,3.747599997520447,3.68849999666214,4.141650000810623,3.220000028610229,5.239999771118164,2.930000066757202,5.239999771118164,2.744999885559082,5.239999771118164,2.744999885559082,5.239999771118164,2.744999885559082,6.514999866485596,1.940000057220459,6.514999866485596,4855432.975,4628484.38,5083504.44047619,30460101.38927548,0.0712467473275746,0.3441427946090698,0.0713989175005463,4.007855162941664,5.050000190734863,4.590000152587891,7702500.0,False,False,False,0.4052478361081524,1.2990849714916024,0.7338130292324336,1.6065119029503985,-0.0102668819451039,0.9134423808750424,0.9551349923764744,44.0,94.0,94.0,95.0,95.0,41.0,41.0,89.0,89.0,89.0,85.0,96.15384615384616,ABCL
2026-05-07,5.75,6.039999961853027,5.519999980926514,5.835000038146973,6016430.0,-0.0336134143993926,5.151955606961735,4.5496679948053735,4.029000015258789,3.84316668510437,3.3865000104904173,3.259350016117096,3.2397250115871428,2.7100000381469727,6.235000133514404,2.240000009536743,6.235000133514404,2.240000009536743,6.235000133514404,2.240000009536743,6.235000133514404,2.240000009536743,6.235000133514404,2.240000009536743,6.235000133514404,4890053.25,4512286.6,4484608.849206349,23451955.75485277,0.0991231648187489,0.4892856563840593,0.0850931576320103,8.20181338662467,6.235000133514404,5.590000152587891,6616500.0,False,True,False,0.9230769169431804,1.7777933953217755,1.272727298428162,2.10585766488416,0.4593908417494889,1.3468978867098451,1.0904079741236303,59.0,99.0,99.0,98.0,98.0,87.0,87.0,98.0,98.0,97.0,96.0,96.15384615384616,ABSI
2026-05-07,1.159999966621399,1.2200000286102295,1.1200000047683716,1.2200000286102295,14982703.0,-0.0720000267028808,1.19267980631471,1.1616669900279708,1.1241599941253662,1.0836333294709524,1.070859991312027,1.3017299908399582,3.523889991343021,0.7699999809265137,1.440000057220459,0.7699999809265137,1.440000057220459,0.7699999809265137,2.0999999046325684,0.7699999809265137,5.35699987411499,0.7699999809265137,7.5,0.7699999809265137,14.649999618530272,15187462.575,15609966.06,8778448.027777778,22034651.62406358,0.0799000379599532,0.0964285731315612,0.0831280826778106,1.00136418119303,1.2599999904632568,1.2000000476837158,15618000.0,False,False,True,0.2033194841156091,1.1124117878359117,0.0131004244059005,0.93871591875896,-0.75,0.2307294674220394,1.7300851502386387,89.0,86.0,86.0,50.0,50.0,4.0,4.0,90.0,85.0,80.0,75.0,42.30769230769231,ABTC
2026-05-07,6.28000020980835,6.5,6.150000095367432,6.329999923706055,59561132.0,-0.0202807551791509,5.981121569261087,5.897620199642474,5.792000007629395,5.686000013351441,5.948000030517578,6.882200002670288,8.274949996471404,4.800000190734863,6.5,4.800000190734863,7.550000190734863,4.800000190734863,9.289999961853027,4.800000190734863,9.289999961853027,4.800000190734863,14.619999885559082,4.800000190734863,14.619999885559082,28187955.8,29027190.64,40930656.87301587,172549356.34911966,0.0543503388403183,0.3245714391980852,0.0516833484640903,1.0799824873445265,6.460000038146973,5.929999828338623,54790500.0,False,True,False,0.1254480816618681,1.0404233698236147,-0.032357406581793,0.8965957216369166,-0.3430962411965939,0.6062682176649828,0.6886758716687813,20.0,78.0,78.0,35.0,35.0,16.0,16.0,79.0,70.0,65.0,59.0,80.76923076923077,ACHR
2026-05-07,59.20000076293945,63.95000076293945,52.5,53.0,2862701.0,0.0689779635454641,53.4958937323419,51.706037861925104,50.133599853515626,48.41116650899252,48.40869987487793,50.41669994354248,41.91597497940064,37.15999984741211,63.95000076293945,37.15999984741211,71.6500015258789,37.15999984741211,71.6500015258789,28.459999084472656,71.6500015258789,28.459999084472656,71.6500015258789,19.256999969482425,71.6500015258789,1072767.525,1235540.02,1352639.2896825396,60463404.61662769,0.0662310451879717,4.038142613002232,0.0682118675837957,3.268063170935076,55.540000915527344,52.5,1471500.0,False,False,False,0.2830516156491549,1.1861203616253462,0.0884354003910221,1.0085196020789309,0.521850859660137,1.4045433533806249,0.7930920927572459,27.0,91.0,91.0,68.0,68.0,89.0,89.0,92.0,88.0,84.0,92.0,100.0,ACMR
2026-05-07,6.5,6.699999809265137,5.940000057220459,6.173999786376953,13335654.0,0.2452107780183177,5.4293010575287335,5.200290462671083,4.978399982452393,4.855999978383382,4.888399982452393,6.326300001144409,8.131499984264373,4.065000057220459,6.699999809265137,4.065000057220459,7.539999961853027,4.065000057220459,9.06999969482422,4.065000057220459,9.06999969482422,4.065000057220459,10.40999984741211,4.065000057220459,17.540000915527344,3011158.85,3110307.08,3020658.1507936507,18346123.82957821,0.0606633082241254,0.3625714097704206,0.055780216887757,5.910310958886266,5.489999771118164,5.0,9215700.0,False,False,False,0.419213997440488,1.3119960252075875,-0.0780142093411111,0.8542911617755949,-0.2737430012823989,0.6702755621025633,0.9968552215049046,49.0,94.0,94.0,27.0,27.0,20.0,20.0,92.0,88.0,84.0,80.0,100.0,ACVA
2026-05-07,27.420000076293945,29.43000030517578,27.1299991607666,29.0,2304536.0,-0.0596707743560769,29.752203664452583,29.09296238004296,28.73059997558594,27.9681666692098,25.74839336395264,21.752924642562867,18.2499178981781,22.575000762939453,34.34000015258789,17.272023300368655,34.34000015258789,16.558092138080937,34.34000015258789,11.536419461694408,34.34000015258789,11.536419461694408,34.34000015258789,11.536419461694408,34.34000015258789,1430987.575,1368954.48,807584.8055555555,49700370.88063002,0.0438752317782986,1.6722146442958288,0.0609852166171781,1.064533665280174,29.350000381469727,27.15999984741211,2859851.0,False,False,False,0.0465648579323787,0.9674995710340734,0.5875384875999308,1.4709772240264194,1.1643048115662222,1.9974755860465272,1.7719347431451389,90.0,61.0,61.0,93.0,93.0,97.0,97.0,68.0,88.0,86.0,95.0,3.8461538461538463,ADEA
